NL Subject,Subject Number,Country,Site,Date,Time,Date of Birth,Age (Years),Birth State,State,Occupation,Education,Number of Children,Fitness,Car Make,Car Model,Car Year,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Marital Status,Salary NL,Shoe Size NL,Jacket Size,Pants Size Waist,Pants Size Inseam,Blouse Size,Father Born,Mother Born,Work Posture,Work Hours,Cup Size,Bra Size NL,Size Underwear,Weight Gain
6686,16686,Netherlands,Soesterberg,25/5/2000,9:45,11/9/1976,24,Utrecht,Utrecht,Homemaker,High School,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,184.00,72.44,70.00,154.32,Single,Less than 20kGuilders,44,No Response,31,34,,Netherlands,Netherlands,Predominantly Walking or Cycling,30,,,5,About the Same
6687,16687,Netherlands,Soesterberg,24/6/2000,15:00,3/9/1980,20,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,0-1,No Response,No Response,,Female,Netherlands/Dutch,169.00,66.54,55.00,121.25,Single,No Response,39,,29,32,38,Netherlands,Netherlands,No Response,No Response,A,75,S,About the Same
6688,16688,Netherlands,Soesterberg,30/5/2000,15:45,15/8/1980,20,Noord Holland,Utrecht,Other Speciality Occupation,Bachelors,0,2-3,Volkswagen,Intermediate,1985,Female,Netherlands/Dutch,176.00,69.29,63.00,138.89,Single,No Response,41,,30,34,40,Netherlands,Netherlands,No Response,No Response,B,75,M,About the Same
6690,16690,Netherlands,Soesterberg,6/6/2000,15:00,25/8/1980,20,Noord Holland,Utrecht,Health and Wellbeing,Bachelors,0,0-1,Ford,Intermediate,1996,Female,Netherlands/Dutch,174.00,68.50,68.00,149.91,Single,Less than 20kGuilders,41,,No Response,No Response,40,Netherlands,Netherlands,Predominantly Sitting,32,C,80,L,About the Same
6692,16692,Netherlands,Soesterberg,30/5/2000,12:45,17/8/1972,28,Friesland,Utrecht,Health and Wellbeing,Middle Level Education for Profession,0,2-3,Peugeot,Compact,1988,Female,Netherlands/Dutch,176.00,69.29,65.00,143.30,Living Together,40kGuilders-60kGuilders,39,,29,No Response,38,Netherlands,Netherlands,Predominantly Walking or Cycling,36,C,75,38,About the Same
6693,16693,Netherlands,Soesterberg,18/5/2000,9:45,14/3/1977,23,Overijssel,Utrecht,Armed Services,University,0,0-1,No Response,No Response,,Male,Netherlands/Dutch,179.00,70.47,72.00,158.73,No Response,Less than 20kGuilders,44,No Response,32,34,,Netherlands,Netherlands,Predominantly Sitting,40,,,M,About the Same
6694,16694,Netherlands,Soesterberg,18/5/2000,14:45,6/11/1979,21,Morocco,Utrecht,Hotels and Restaurants,Lower Level Education for Profession,0,0-1,No Response,No Response,,Female,Netherlands/Other,No Response,,75.00,165.35,No Response,20kGuilders-30kGuilders,39,,No Response,No Response,42,Morocco,Morocco,Predominantly Standing,27,D,75,L,Strong Decrease
6695,16695,Netherlands,Soesterberg,25/5/2000,14:30,25/7/1973,27,Limburg,Utrecht,Education,University,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,169.00,66.54,58.00,127.87,Single,Less than 20kGuilders,43,No Response,30,32,,Netherlands,Netherlands,Predominantly Sitting,30,,,M,About the Same
6697,16697,Netherlands,Soesterberg,30/5/2000,15:00,28/7/1971,29,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,More than 10,Suzuki,Compact,1999,Female,Netherlands/Dutch,167.00,65.75,58.00,127.87,Married,60kGuilders-90kGuilders,38,,29,32,38,Netherlands,Netherlands,Predominantly Sitting,32,B,75,M,About the Same
6698,16698,Netherlands,Soesterberg,6/6/2000,9:00,11/11/1970,30,Utrecht,Utrecht,Service Occupation,High School,0,4-6,Rover,Compact,1993,Female,Netherlands/Dutch,170.00,66.93,63.00,138.89,Married,Don't Know,40,,No Response,No Response,40,Netherlands,Netherlands,Predominantly Sitting,32,AA,80,M,About the Same
6699,16699,Netherlands,Soesterberg,23/5/2000,13:30,17/11/1974,26,Friesland,Noord Holland,Other Speciality Occupation,University,0,4-6,No Response,No Response,,Female,Netherlands/Dutch,180.00,70.87,63.00,138.89,Single,Less than 20kGuilders,39,,No Response,No Response,38,Netherlands,Netherlands,Predominantly Sitting,32,B,70,S,About the Same
6700,16700,Netherlands,Soesterberg,2/6/2000,11:15,20/11/1970,30,Noord Brabant,Noord Brabant,Other Speciality Occupation,High School,0,2-3,Renault,Compact,1992,Female,Netherlands/Dutch,178.00,70.08,72.00,158.73,Married,40kGuilders-60kGuilders,39,,34,No Response,38,Netherlands,Netherlands,Predominantly Sitting,38,B,75,L,About the Same
6701,16701,Netherlands,Soesterberg,2/6/2000,12:45,6/6/1981,19,Noord Brabant,Utrecht,Administrative Support,High School,0,6-10,No Response,No Response,,Female,Netherlands/Dutch,182.00,71.65,57.00,125.66,Living Together,Less than 20kGuilders,42,,No Response,No Response,No Response,Netherlands,Netherlands,Predominantly Standing,5,B,75,M,Strong Decrease
6705,16705,Netherlands,Soesterberg,2/6/2000,9:00,17/11/1979,21,Drenthe,Utrecht,Education,Middle Level Education for Profession,0,4-6,No Response,No Response,,Female,Netherlands/Other,170.00,66.93,56.00,123.46,Living Together,Less than 20kGuilders,39,,30,32,38,United States,Netherlands,No Response,No Response,B,75,38,About the Same
6706,16706,Netherlands,Soesterberg,29/5/2000,15:00,29/9/1962,38,Gelderland,Utrecht,Financial Institutions,University,0,4-6,Peugeot,Sports Car,2000,Male,Netherlands/Dutch,188.00,74.02,105.00,231.49,Married,60kGuilders-90kGuilders,46,56,34,36,,Netherlands,Netherlands,Predominantly Sitting,60,,,8,Strong Increase
6707,16707,Netherlands,Soesterberg,30/5/2000,15:00,5/3/1979,21,Zuid Holland,Utrecht,Education,University,0,6-10,No Response,No Response,,Male,Netherlands/Dutch,185.00,72.83,72.00,158.73,Single,20kGuilders-30kGuilders,43,50,32,34,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
6708,16708,Netherlands,Soesterberg,8/6/2000,15:45,19/8/1971,29,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,2-3,Toyota,Intermediate,1998,Female,Netherlands/Dutch,175.00,68.90,80.00,176.37,Single,30kGuilders-40kGuilders,41,,34,34,No Response,Netherlands,Netherlands,Predominantly Sitting,40,C,80,M,Strong Increase
6709,16709,Netherlands,Soesterberg,2/6/2000,12:45,1/4/1969,31,Utrecht,Utrecht,Hotels and Restaurants,High School,0,More than 10,No Response,No Response,,Male,Netherlands/Dutch,187.00,73.62,100.00,220.46,Living Together,Less than 20kGuilders,46,No Response,38,36,,Netherlands,Netherlands,Predominantly Standing,15,,,8,About the Same
6712,16712,Netherlands,Soesterberg,6/6/2000,14:15,10/11/1981,19,United States,Utrecht,Other Speciality Occupation,University,0,4-6,No Response,No Response,,Male,Netherlands/Other,187.00,73.62,80.00,176.37,Single,Less than 20kGuilders,46,No Response,31,36,,United Kingdom,Netherlands,No Response,No Response,,,M,About the Same
6714,16714,Netherlands,Soesterberg,8/6/2000,11:15,11/9/1969,31,Zuid Holland,Zuid Holland,Armed Services,University,0,4-6,Opel,Intermediate,1990,Male,Netherlands/Dutch,188.00,74.02,72.00,158.73,Single,40kGuilders-60kGuilders,44,No Response,33,36,,Netherlands,Netherlands,Predominantly Sitting,40,,,L,About the Same
6715,16715,Netherlands,Soesterberg,8/6/2000,12:45,9/11/1961,39,Zuid Holland,Utrecht,Armed Services,Bachelors,1,2-3,Mercedes-Benz,Luxury,1987,Male,Netherlands/Other,176.00,69.29,81.00,178.57,Married,90kGuilders-120kGuilders,43,No Response,32,34,,Netherlands,India,Predominantly Sitting,32,,,No Response,About the Same
6717,16717,Netherlands,Soesterberg,13/6/2000,10:45,7/3/1937,63,Utrecht,Utrecht,Health and Wellbeing,Bachelors,2,0-1,Opel,Station Wagon,1991,Male,Netherlands/Dutch,182.00,71.65,75.00,165.35,Married,No Response,43,50,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,30,,,No Response,About the Same
6718,16718,Netherlands,Soesterberg,13/6/2000,13:30,7/12/1970,30,Zuid Holland,Utrecht,Armed Services,University,1,2-3,Daewoo,Intermediate,2000,Male,Netherlands/Dutch,190.00,74.80,96.00,211.64,Married,No Response,43,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,M,About the Same
6719,16719,Netherlands,Soesterberg,14/6/2000,10:00,13/2/1979,21,Zuid Holland,Utrecht,Other Speciality Occupation,Bachelors,0,2-3,No Response,No Response,,Female,Netherlands/Dutch,178.00,70.08,80.00,176.37,Single,Less than 20kGuilders,41,,No Response,No Response,42,Netherlands,Netherlands,No Response,No Response,B,75,L,Strong Increase
6720,16720,Netherlands,Soesterberg,14/6/2000,11:00,4/9/1980,20,Utrecht,Utrecht,Other Speciality Occupation,High School,0,6-10,No Response,No Response,,Male,Netherlands/Dutch,181.00,71.26,82.00,180.78,Single,Less than 20kGuilders,43,No Response,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,5,Strong Increase
6721,16721,Netherlands,Soesterberg,27/6/2000,9:00,15/7/1976,24,Zuid Holland,Utrecht,Administrative Support,Bachelors,0,2-3,Seat,Intermediate,1997,Female,Netherlands/Dutch,175.00,68.90,55.00,121.25,Living Together,40kGuilders-60kGuilders,39,,28,34,38,Netherlands,Netherlands,Predominantly Sitting,40,B,75,40,About the Same
6722,16722,Netherlands,Soesterberg,23/6/2000,15:45,19/2/1973,27,Utrecht,Utrecht,Armed Services,Middle Level Education for Profession,0,More than 10,Toyota,Compact,1991,Male,Netherlands/Dutch,183.00,72.05,74.00,163.14,Single,20kGuilders-30kGuilders,41,No Response,32,34,,Netherlands,Netherlands,Predominantly Sitting,40,,,L,About the Same
6723,16723,Netherlands,Soesterberg,15/6/2000,9:00,23/7/1981,19,Utrecht,Utrecht,Other Speciality Occupation,University,0,2-3,No Response,No Response,,Female,Netherlands/Dutch,170.00,66.93,60.00,132.28,Single,Less than 20kGuilders,37.5,,29,30,36,Netherlands,Netherlands,No Response,No Response,B,75,M,About the Same
6724,16724,Netherlands,Soesterberg,23/6/2000,9:00,15/11/1978,22,Utrecht,Utrecht,Health and Wellbeing,Bachelors,0,4-6,Volkswagen,Minivan,,Female,Netherlands/Dutch,160.00,62.99,57.00,125.66,Single,Less than 20kGuilders,36,,30,30,36,Netherlands,Netherlands,Predominantly Standing,25,B,75,M,About the Same
6725,16725,Netherlands,Soesterberg,15/6/2000,10:00,3/12/1979,21,Gelderland,Utrecht,Education,Bachelors,0,0-1,Citroen,Intermediate,1995,Female,Netherlands/Dutch,169.00,66.54,64.00,141.10,Single,Less than 20kGuilders,40,,30,32,40,Netherlands,Netherlands,Predominantly Sitting,30,D,75,M,About the Same
6729,16729,Netherlands,Soesterberg,19/6/2000,11:15,31/1/1973,27,Gelderland,Utrecht,Trade,High School,0,0-1,Volvo,Intermediate,1986,Male,Netherlands/Dutch,185.00,72.83,93.00,205.03,Single,20kGuilders-30kGuilders,43,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,XL,About the Same
6730,16730,Netherlands,Soesterberg,15/6/2000,12:45,9/6/1977,23,Drenthe,Utrecht,Other Speciality Occupation,University,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,174.00,68.50,69.00,152.12,Single,Less than 20kGuilders,43,No Response,30,32,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6731,16731,Netherlands,Soesterberg,15/6/2000,13:45,8/10/1978,22,Utrecht,Utrecht,Education,Bachelors,0,2-3,No Response,No Response,,Male,Netherlands/Dutch,188.00,74.02,87.00,191.80,Single,Less than 20kGuilders,44,52,36,36,,Netherlands,Netherlands,Predominantly Sitting,34,,,L,About the Same
6732,16732,Netherlands,Soesterberg,20/6/2000,15:00,1/8/1975,25,Morocco,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,2,0-1,Volkswagen,Intermediate,1993,Male,Netherlands/Other,174.00,68.50,68.00,149.91,Married,Don't Know,41,48,32,No Response,,Morocco,Morocco,Predominantly Sitting,36,,,M,About the Same
6733,16733,Netherlands,Soesterberg,14/7/2000,16:00,18/11/1972,28,Utrecht,Noord Holland,Other Speciality Occupation,Bachelors,0,2-3,Volkswagen,Compact,1989,Female,Netherlands/Other,170.00,66.93,58.00,127.87,Single,30kGuilders-40kGuilders,38,,29,32,36,Netherlands,India,No Response,No Response,B,75,S,About the Same
6734,16734,Netherlands,Soesterberg,19/6/2000,9:00,30/4/1971,29,Groningen,Utrecht,Financial Institutions,Bachelors,0,4-6,Ford,Intermediate,1991,Female,Netherlands/Dutch,171.00,67.32,60.00,132.28,Living Together,90kGuilders-120kGuilders,39,,28,31,38,Netherlands,Netherlands,Predominantly Sitting,36,C,75,M,About the Same
6735,16735,Netherlands,Soesterberg,23/6/2000,12:45,12/2/1980,20,Utrecht,Utrecht,Education,University,0,4-6,Mercedes-Benz,Compact,1999,Male,Netherlands/Other,184.00,72.44,88.00,194.01,Single,Less than 20kGuilders,44,No Response,33,33,,Greece,Greece,Predominantly Sitting,10,,,L,Strong Decrease
6736,16736,Netherlands,Soesterberg,27/6/2000,11:00,19/4/1982,18,Utrecht,Utrecht,No Response,Bachelors,0,2-3,No Response,No Response,,Male,Netherlands/Dutch,185.00,72.83,67.00,147.71,Single,Less than 20kGuilders,43,No Response,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6737,16737,Netherlands,Soesterberg,20/6/2000,13:00,30/9/1981,19,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,6-10,Toyota,Compact,1989,Male,Netherlands/Dutch,195.00,76.77,85.00,187.39,Single,Less than 20kGuilders,46,No Response,36,36,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
6738,16738,Netherlands,Soesterberg,26/6/2000,9:45,10/12/1980,20,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,174.00,68.50,65.00,143.30,Single,Less than 20kGuilders,41.5,No Response,29,32,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
6739,16739,Netherlands,Soesterberg,27/6/2000,10:00,8/4/1982,18,Utrecht,Utrecht,Other Speciality Occupation,High School,0,More than 10,No Response,No Response,,Male,Netherlands/Dutch,190.00,74.80,75.00,165.35,Single,Less than 20kGuilders,44.5,No Response,32,34,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
6740,16740,Netherlands,Soesterberg,1/7/2000,13:45,24/10/1974,26,Zuid Holland,Gelderland,Administrative Support,Middle Level Education for Profession,0,6-10,BMW,Station Wagon,1997,Female,Netherlands/Dutch,176.00,69.29,65.00,143.30,Living Together,No Response,37,,30,32,38,Netherlands,Netherlands,Predominantly Sitting,45,C,75,M,Strong Decrease
6750,16750,Netherlands,Soesterberg,1/7/2000,14:45,18/5/1973,27,Zuid Holland,Gelderland,Administrative Support,Bachelors,0,6-10,BMW,Station Wagon,1997,Male,Netherlands/Dutch,189.00,74.41,85.00,187.39,Single,No Response,42,52,33,36,,Netherlands,Netherlands,Predominantly Sitting,30,,,M,About the Same
6751,16751,Netherlands,Soesterberg,19/6/2000,14:15,18/11/1979,21,Utrecht,Utrecht,Other Speciality Occupation,University,0,More than 10,No Response,No Response,,Male,Netherlands/Other,186.00,73.23,84.00,185.19,Single,Less than 20kGuilders,43,50,32,32,,Netherlands,Suriname,No Response,No Response,,,5,About the Same
6752,16752,Netherlands,Soesterberg,19/6/2000,15:00,9/7/1981,19,Friesland,Utrecht,Other Speciality Occupation,High School,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,185.00,72.83,70.00,154.32,Single,Less than 20kGuilders,45,No Response,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
6753,16753,Netherlands,Soesterberg,20/6/2000,9:45,19/7/1970,30,Zuid Holland,Utrecht,Hotels and Restaurants,Bachelors,0,6-10,No Response,No Response,,Male,Netherlands/Dutch,185.00,72.83,76.00,167.55,Married,30kGuilders-40kGuilders,43,52,34,34,,Netherlands,Netherlands,Predominantly Standing,32,,,5,About the Same
6754,16754,Netherlands,Soesterberg,24/6/2000,9:00,19/11/1980,20,Utrecht,Utrecht,Hotels and Restaurants,High School,0,2-3,Fiat,Compact,,Female,Netherlands/Other,159.00,62.60,49.00,108.03,Single,Less than 20kGuilders,38,,28,30,34,Netherlands Antilles,Netherlands,Predominantly Walking or Cycling,34,B,75,S,About the Same
6755,16755,Netherlands,Soesterberg,27/6/2000,13:45,30/9/1947,53,Noord Brabant,Flevoland,Unemployed,Middle Level Education for Profession,1,6-10,Seat,Minivan,1994,Male,Netherlands/Other,175.00,68.90,60.00,132.28,Single,40kGuilders-60kGuilders,39,46,30,32,,Germany,Netherlands,No Response,No Response,,,5,About the Same
6756,16756,Netherlands,Soesterberg,23/6/2000,13:30,14/6/1971,29,Noord Brabant,Noord Brabant,Government,University,0,2-3,Opel,Intermediate,1987,Female,Netherlands/Other,160.00,62.99,67.00,147.71,Single,Don't Know,37,,33,31,40,Turkey,Turkey,Predominantly Sitting,36,D,90,M,About the Same
6757,16757,Netherlands,Soesterberg,20/6/2000,14:15,22/10/1970,30,Utrecht,Utrecht,Transport Storage and Communication,Lower Level Education for Profession,0,6-10,No Response,No Response,,Male,Netherlands/Dutch,185.00,72.83,78.00,171.96,Married,30kGuilders-40kGuilders,43,No Response,33,36,,Netherlands,Netherlands,Carrying and Lifting,45,,,M,About the Same
6759,16759,Netherlands,Soesterberg,4/7/2000,15:00,1/8/1979,21,Spain,Gelderland,Other Speciality Occupation,Elementary School,0,More than 10,Mercedes-Benz,Truck,1990,Female,Netherlands/Other,170.00,66.93,68.00,149.91,Single,Less than 20kGuilders,40,,31,No Response,40,United Kingdom,India,Predominantly Standing,70,D,85,M,Strong Decrease
6760,16760,Netherlands,Soesterberg,22/6/2000,15:00,25/1/1950,50,Suriname,Utrecht,Health and Wellbeing,Middle Level Education for Profession,3,2-3,Renault,Minivan,1985,Female,Netherlands/Other,164.00,64.57,75.00,165.35,Married,No Response,38,,No Response,No Response,42,Suriname,Suriname,Predominantly Walking or Cycling,12,D,85,42,About the Same
6761,16761,Netherlands,Soesterberg,22/6/2000,15:45,18/3/1978,22,Utrecht,Utrecht,Other Speciality Occupation,High School,0,4-6,Renault,Minivan,1985,Male,Netherlands/Other,184.00,72.44,70.00,154.32,Single,Less than 20kGuilders,44,No Response,34,36,,Netherlands,Suriname,No Response,No Response,,,6,About the Same
6763,16763,Netherlands,Soesterberg,1/7/2000,15:45,14/2/1980,20,Netherlands Antilles,Noord Holland,Financial Institutions,Middle Level Education for Profession,0,2-3,No Response,No Response,,Male,Netherlands/Other,176.00,69.29,68.00,149.91,Single,30kGuilders-40kGuilders,42,No Response,34,34,,Netherlands Antilles,Netherlands Antilles,Predominantly Sitting,32,,,M,About the Same
6767,16767,Netherlands,Soesterberg,1/7/2000,10:00,10/4/1973,27,Noord Holland,Noord Holland,Trade,Bachelors,0,0-1,Fiat,Intermediate,1996,Male,Netherlands/Dutch,188.00,74.02,83.00,182.98,Single,20kGuilders-30kGuilders,43,No Response,33,34,,Netherlands,Netherlands,Carrying and Lifting,40,,,5,About the Same
6768,16768,Netherlands,Soesterberg,27/6/2000,12:45,6/12/1959,41,Philippines,Utrecht,Homemaker,High School,1,4-6,No Response,No Response,,Female,Netherlands/Other,162.00,63.78,50.00,110.23,Married,Don't Know,38,,No Response,No Response,38,Philippines,Philippines,Predominantly Walking or Cycling,9,B,80,38,About the Same
6770,16770,Netherlands,Soesterberg,4/7/2000,16:00,7/9/1970,30,Zuid Holland,Zuid Holland,Administrative Support,Lower Level Education for Profession,2,0-1,Citroen,Minivan,2000,Male,Netherlands/Dutch,191.00,75.20,88.00,194.01,Married,30kGuilders-40kGuilders,44,No Response,32,36,,Netherlands,Netherlands,Predominantly Standing,40,,,6,Strong Decrease
6771,16771,Netherlands,Soesterberg,24/6/2000,11:15,31/3/1950,50,Indonesia,Utrecht,Administrative Support,Middle Level Education for Profession,0,6-10,Alfa Romeo,Intermediate,1997,Male,Netherlands/Other,173.00,68.11,95.00,209.44,Single,Don't Know,42,52,No Response,No Response,,Indonesia,Indonesia,Predominantly Standing,40,,,6,Strong Increase
6774,16774,Netherlands,Soesterberg,3/8/2000,9:00,22/9/1970,30,Philippines,Noord Holland,Trade,High School,0,2-3,No Response,No Response,,Female,Netherlands/Other,154.00,60.63,55.00,121.25,Living Together,30kGuilders-40kGuilders,38,,28,30,36,Philippines,Philippines,Predominantly Standing,36,B,75,M,About the Same
6775,16775,Netherlands,Soesterberg,30/6/2000,12:45,15/8/1940,60,Noord Holland,Friesland,Unemployed,Bachelors,3,2-3,Opel,Compact,1986,Male,Netherlands/Other,175.00,68.90,98.00,216.05,Married,30kGuilders-40kGuilders,42,56,No Response,No Response,,Netherlands,Germany,No Response,No Response,,,L,About the Same
6778,16778,Netherlands,Soesterberg,14/7/2000,16:00,1/6/1973,27,Gelderland,Noord Holland,Other Speciality Occupation,Bachelors,0,0-1,No Response,No Response,,Female,Netherlands/Dutch,169.00,66.54,60.00,132.28,Living Together,40kGuilders-60kGuilders,37,,30,32,38,Netherlands,Netherlands,No Response,No Response,D,75,M,About the Same
6779,16779,Netherlands,Soesterberg,30/6/2000,13:45,4/4/1982,18,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,0-1,No Response,No Response,,Male,Netherlands/Dutch,190.00,74.80,76.00,167.55,Single,Less than 20kGuilders,45,No Response,33,36,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
6780,16780,Netherlands,Soesterberg,30/6/2000,11:00,9/7/1935,65,Indonesia,Utrecht,Unemployed,High School,2,More than 10,Peugeot,Intermediate,1991,Male,Netherlands/Other,170.00,66.93,55.00,121.25,Married,60kGuilders-90kGuilders,41,No Response,No Response,No Response,,Indonesia,Indonesia,No Response,No Response,,,S,About the Same
6781,16781,Netherlands,Soesterberg,29/6/2000,11:15,14/6/1940,60,Italy,Utrecht,Construction,High School,2,2-3,Toyota,Compact,1999,Male,Netherlands/Other,174.00,68.50,64.00,141.10,Married,40kGuilders-60kGuilders,42,50,No Response,No Response,,Italy,Italy,No Response,No Response,,,M,Strong Decrease
6783,16783,Netherlands,Soesterberg,26/6/2000,14:15,9/6/1982,18,Gelderland,Utrecht,Other Speciality Occupation,High School,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,183.00,72.05,70.00,154.32,Single,Don't Know,45,No Response,32,No Response,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
6784,16784,Netherlands,Soesterberg,30/6/2000,10:00,17/10/1957,43,Utrecht,Utrecht,Financial Institutions,Bachelors,3,6-10,Opel,Intermediate,1998,Male,Netherlands/Other,182.00,71.65,84.00,185.19,Married,60kGuilders-90kGuilders,44,50,36,No Response,,Netherlands,Germany,Predominantly Sitting,36,,,5,About the Same
6785,16785,Netherlands,Soesterberg,26/6/2000,13:45,21/1/1971,29,Zuid Holland,Gelderland,Administrative Support,Bachelors,0,0-1,Ford,Station Wagon,1999,Male,Netherlands/Dutch,195.00,76.77,116.00,255.74,Married,40kGuilders-60kGuilders,46,No Response,38,36,,Netherlands,Netherlands,Predominantly Sitting,40,,,7,About the Same
6786,16786,Netherlands,Soesterberg,28/6/2000,12:45,6/2/1979,21,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,4-6,Peugeot,Compact,1999,Male,Netherlands/Dutch,179.00,70.47,68.00,149.91,No Response,Don't Know,41,48,30,32,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6788,16788,Netherlands,Soesterberg,30/6/2000,16:00,14/12/1978,22,Colombia,Utrecht,Industry,Middle Level Education for Profession,0,0-1,Opel,Compact,1985,Female,Netherlands/Other,150.00,59.06,45.00,99.21,Single,Less than 20kGuilders,33,,34,30,34,Colombia,Colombia,Predominantly Standing,32,B,75,S,About the Same
6789,16789,Netherlands,Soesterberg,30/6/2000,16:00,15/8/1980,20,Peru,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,2-3,Opel,Compact,1986,Female,Netherlands/Other,158.00,62.20,49.00,108.03,Single,Less than 20kGuilders,36,,34,30,34,Peru,Peru,Predominantly Walking or Cycling,32,B,70,S,About the Same
6790,16790,Netherlands,Soesterberg,15/7/2000,10:00,27/12/1978,22,Utrecht,Utrecht,Trade,Middle Level Education for Profession,0,0-1,Fiat,Compact,1991,Male,Netherlands/Dutch,178.00,70.08,82.00,180.78,Single,20kGuilders-30kGuilders,45,No Response,32,34,,Netherlands,Netherlands,Predominantly Standing,38,,,No Response,About the Same
6791,16791,Netherlands,Soesterberg,15/7/2000,11:00,16/1/1973,28,Utrecht,Utrecht,Industry,Bachelors,1,2-3,Nissan,Intermediate,1994,Male,Netherlands/Dutch,175.00,68.90,82.00,180.78,Living Together,40kGuilders-60kGuilders,42,No Response,32,33,,Netherlands,Netherlands,Predominantly Sitting,40,,,5,About the Same
6795,16795,Netherlands,Soesterberg,29/7/2000,12:45,25/4/1976,24,Zuid Holland,Zuid Holland,Government,Middle Level Education for Profession,0,4-6,Fiat,Compact,1999,Male,Netherlands/Dutch,176.00,69.29,78.00,171.96,Single,20kGuilders-30kGuilders,42,No Response,34,32,,Netherlands,Netherlands,Predominantly Sitting,40,,,L,About the Same
6796,16796,Netherlands,Soesterberg,29/7/2000,13:45,4/3/1970,30,Zuid Holland,Zuid Holland,Trade,Middle Level Education for Profession,0,0-1,Toyota,Compact,1986,Female,Netherlands/Dutch,174.00,68.50,65.00,143.30,Single,30kGuilders-40kGuilders,39,,31,No Response,38,Netherlands,Netherlands,Predominantly Sitting,40,B,80,40,Strong Increase
6803,16803,Netherlands,Soesterberg,29/6/2000,12:45,27/10/1981,19,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,6-10,Peugeot,Intermediate,1991,Male,Netherlands/Dutch,192.00,75.59,80.00,176.37,Single,Less than 20kGuilders,44,No Response,34,36,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
6804,16804,Netherlands,Soesterberg,29/6/2000,13:30,18/12/1980,20,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,6-10,Renault,Intermediate,1986,Male,Netherlands/Dutch,196.00,77.17,75.00,165.35,Single,Less than 20kGuilders,45,No Response,31,36,,Netherlands,Netherlands,Predominantly Standing,No Response,,,M,About the Same
6805,16805,Netherlands,Soesterberg,29/6/2000,14:15,6/6/1978,22,Utrecht,Utrecht,Industry,Middle Level Education for Profession,0,0-1,No Response,No Response,,Male,Netherlands/Other,182.00,71.65,72.00,158.73,Single,30kGuilders-40kGuilders,42,No Response,30,34,,Poland,Netherlands,Predominantly Standing,40,,,M,About the Same
6809,16809,Netherlands,Soesterberg,17/7/2000,14:00,18/6/1937,63,Italy,Noord Holland,Unemployed,High School,4,0-1,Citroen,Intermediate,1988,Male,Netherlands/Other,173.00,68.11,70.00,154.32,Divorced,30kGuilders-40kGuilders,42,50,32,32,,Italy,Italy,No Response,No Response,,,M,About the Same
6818,16818,Netherlands,Soesterberg,6/7/2000,13:00,7/2/1978,22,Brazil,Zuid Holland,Trade,Bachelors,0,0-1,No Response,No Response,,Female,Netherlands/Other,168.00,66.14,69.00,152.12,Living Together,No Response,41,,30,32,40,Brazil,Brazil,Predominantly Walking or Cycling,20,E,80,M,About the Same
6822,16822,Netherlands,Soesterberg,5/7/2000,14:15,17/11/1977,23,Noord Brabant,Noord Brabant,Health and Wellbeing,Middle Level Education for Profession,0,2-3,No Response,No Response,,Female,Netherlands/Other,179.00,70.47,54.00,119.05,Engaged,20kGuilders-30kGuilders,39,,28,34,34,Germany,France,No Response,34,B,70,S,Strong Decrease
